Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
175,09-01-2022 23:00,01-08-2022 06:00,08-01-2022 13:47,Faridabad,459,BURGLARY,24,F,Other,Other Crime,7,No,
176,09-01-2022 08:00,01-08-2022 07:00,08-01-2022 20:46,Hyderabad,500,SHOPLIFTING,48,M,Other,Other Crime,13,No,
177,09-01-2022 08:00,01-08-2022 08:00,08-01-2022 16:15,Hyderabad,138,VEHICLE - STOLEN,41,X,Blunt Object,Violent Crime,4,Yes,07-03-2022 08:00
178,09-01-2022 11:00,01-08-2022 09:00,08-01-2022 20:45,Delhi,295,TRAFFIC VIOLATION,52,F,Poison,Traffic Fatality,1,Yes,17-01-2022 11:00
179,11-01-2022 08:00,01-08-2022 10:00,09-01-2022 05:41,Pune,126,TRAFFIC VIOLATION,44,M,Blunt Object,Traffic Fatality,8,Yes,18-01-2022 08:00
180,08-01-2022 15:00,01-08-2022 11:00,08-01-2022 16:15,Lucknow,214,ROBBERY,73,F,Knife,Violent Crime,3,Yes,25-03-2022 15:00
181,09-01-2022 18:00,01-08-2022 12:00,09-01-2022 04:47,Chennai,216,FIREARM OFFENSE,63,X,None,Fire Accident,1,No,
182,10-01-2022 15:00,01-08-2022 13:00,08-01-2022 20:17,Kolkata,454,ARSON,11,M,Firearm,Fire Accident,1,Yes,07-03-2022 15:00
183,10-01-2022 09:00,01-08-2022 14:00,08-01-2022 22:28,Bangalore,185,BURGLARY,14,X,Blunt Object,Other Crime,8,No,
184,10-01-2022 17:00,01-08-2022 15:00,09-01-2022 11:06,Indore,270,DRUG OFFENSE,23,X,Poison,Other Crime,11,No,
185,09-01-2022 04:00,01-08-2022 16:00,09-01-2022 15:27,Surat,521,EXTORTION,35,M,Knife,Other Crime,10,No,
186,09-01-2022 01:00,01-08-2022 17:00,08-01-2022 22:24,Visakhapatnam,227,BURGLARY,59,X,Poison,Other Crime,17,Yes,14-02-2022 01:00
187,09-01-2022 10:00,01-08-2022 18:00,09-01-2022 10:31,Bangalore,342,FRAUD,47,X,Firearm,Other Crime,13,Yes,04-03-2022 10:00
188,09-01-2022 22:00,01-08-2022 19:00,09-01-2022 07:37,Delhi,568,EXTORTION,53,M,None,Other Crime,14,No,
189,10-01-2022 10:00,01-08-2022 20:00,09-01-2022 06:47,Delhi,449,VEHICLE - STOLEN,79,F,None,Violent Crime,10,No,
190,09-01-2022 05:00,01-08-2022 21:00,09-01-2022 11:26,Chennai,514,SHOPLIFTING,57,X,Other,Other Crime,11,Yes,23-03-2022 05:00
191,10-01-2022 09:00,01-08-2022 22:00,08-01-2022 23:53,Jaipur,592,DRUG OFFENSE,21,M,Blunt Object,Other Crime,11,Yes,03-02-2022 09:00
192,09-01-2022 15:00,01-08-2022 23:00,09-01-2022 07:17,Bangalore,563,BURGLARY,37,M,Other,Other Crime,3,Yes,14-04-2022 15:00
193,09-01-2022 08:00,01-09-2022 00:00,09-01-2022 13:19,Nagpur,149,PUBLIC INTOXICATION,69,F,Firearm,Other Crime,4,Yes,13-01-2022 08:00
194,10-01-2022 04:00,01-09-2022 01:00,09-01-2022 16:52,Delhi,202,KIDNAPPING,76,X,Blunt Object,Other Crime,11,No,
195,09-01-2022 15:00,01-09-2022 02:00,09-01-2022 02:04,Mumbai,257,COUNTERFEITING,44,F,Explosives,Other Crime,14,No,
196,10-01-2022 11:00,01-09-2022 03:00,09-01-2022 17:36,Bangalore,192,ARSON,23,F,Firearm,Fire Accident,11,No,
197,10-01-2022 02:00,01-09-2022 04:00,09-01-2022 18:48,Delhi,115,DOMESTIC VIOLENCE,14,X,Firearm,Violent Crime,12,Yes,26-02-2022 02:00
198,11-01-2022 12:00,01-09-2022 05:00,09-01-2022 13:48,Nagpur,229,SEXUAL ASSAULT,62,X,Blunt Object,Violent Crime,1,No,
199,11-01-2022 21:00,01-09-2022 06:00,09-01-2022 20:56,Srinagar,296,PUBLIC INTOXICATION,51,F,None,Other Crime,17,No,
200,11-01-2022 03:00,01-09-2022 07:00,10-01-2022 05:46,Delhi,371,FIREARM OFFENSE,62,M,Firearm,Fire Accident,6,Yes,23-03-2022 03:00
201,10-01-2022 15:00,01-09-2022 08:00,09-01-2022 19:40,Mumbai,411,ILLEGAL POSSESSION,63,X,Firearm,Other Crime,18,No,
202,11-01-2022 11:00,01-09-2022 09:00,10-01-2022 00:04,Bangalore,276,IDENTITY THEFT,23,X,Poison,Violent Crime,8,No,
203,10-01-2022 10:00,01-09-2022 10:00,10-01-2022 03:16,Rajkot,256,ROBBERY,33,F,None,Violent Crime,12,Yes,24-02-2022 10:00
204,11-01-2022 10:00,01-09-2022 11:00,10-01-2022 01:54,Mumbai,407,DRUG OFFENSE,26,M,Other,Other Crime,19,No,
205,09-01-2022 14:00,01-09-2022 12:00,09-01-2022 22:36,Delhi,401,DOMESTIC VIOLENCE,41,X,Firearm,Violent Crime,12,Yes,17-02-2022 14:00
206,11-01-2022 04:00,01-09-2022 13:00,10-01-2022 11:21,Delhi,578,HOMICIDE,37,X,None,Other Crime,4,No,
207,09-01-2022 18:00,01-09-2022 14:00,09-01-2022 19:44,Ahmedabad,409,SHOPLIFTING,70,M,Firearm,Other Crime,18,Yes,21-01-2022 18:00
208,11-01-2022 23:00,01-09-2022 15:00,09-01-2022 20:17,Jaipur,206,COUNTERFEITING,47,F,None,Other Crime,4,Yes,20-01-2022 23:00
209,10-01-2022 02:00,01-09-2022 16:00,10-01-2022 08:18,Patna,252,SHOPLIFTING,44,F,Firearm,Other Crime,10,No,
210,11-01-2022 20:00,01-09-2022 17:00,09-01-2022 21:37,Pune,566,DRUG OFFENSE,68,X,Blunt Object,Other Crime,9,Yes,27-01-2022 20:00
211,12-01-2022 05:00,01-09-2022 18:00,10-01-2022 04:39,Ghaziabad,391,COUNTERFEITING,61,X,Poison,Other Crime,14,Yes,19-03-2022 05:00
212,10-01-2022 09:00,01-09-2022 19:00,10-01-2022 01:07,Kanpur,166,FIREARM OFFENSE,40,X,Firearm,Fire Accident,12,No,
213,12-01-2022 11:00,01-09-2022 20:00,10-01-2022 18:41,Ahmedabad,590,ARSON,54,M,Explosives,Fire Accident,9,No,
214,11-01-2022 00:00,01-09-2022 21:00,10-01-2022 12:28,Pune,171,SHOPLIFTING,35,F,Firearm,Other Crime,6,No,
215,11-01-2022 10:00,01-09-2022 22:00,10-01-2022 10:17,Delhi,177,IDENTITY THEFT,62,F,Other,Violent Crime,2,Yes,26-03-2022 10:00
216,11-01-2022 01:00,01-09-2022 23:00,10-01-2022 12:26,Delhi,196,HOMICIDE,34,F,None,Other Crime,3,Yes,13-05-2023 01:00
217,11-01-2022 20:00,01-10-2022 00:00,10-01-2022 14:27,Agra,536,COUNTERFEITING,48,F,Blunt Object,Other Crime,18,No,
218,12-01-2022 15:00,01-10-2022 01:00,10-01-2022 08:34,Delhi,437,VANDALISM,59,X,Explosives,Other Crime,15,No,
219,11-01-2022 02:00,01-10-2022 02:00,10-01-2022 03:54,Kolkata,589,VANDALISM,65,X,Firearm,Other Crime,8,No,
220,12-01-2022 19:00,01-10-2022 03:00,10-01-2022 08:37,Jaipur,405,DOMESTIC VIOLENCE,54,X,None,Violent Crime,17,Yes,24-01-2022 19:00
221,10-01-2022 06:00,01-10-2022 04:00,10-01-2022 22:19,Hyderabad,389,TRAFFIC VIOLATION,27,X,Other,Traffic Fatality,17,No,
222,12-01-2022 20:00,01-10-2022 05:00,11-01-2022 00:33,Vasai,545,DOMESTIC VIOLENCE,79,X,Blunt Object,Violent Crime,16,No,
223,11-01-2022 15:00,01-10-2022 06:00,11-01-2022 04:15,Visakhapatnam,303,ARSON,79,F,Explosives,Fire Accident,7,Yes,26-02-2022 15:00
224,11-01-2022 10:00,01-10-2022 07:00,10-01-2022 08:51,Kanpur,390,KIDNAPPING,37,F,Blunt Object,Other Crime,12,No,
225,13-01-2022 06:00,01-10-2022 08:00,10-01-2022 11:12,Chennai,530,BURGLARY,36,M,Knife,Other Crime,2,No,
226,11-01-2022 10:00,01-10-2022 09:00,10-01-2022 12:21,Ahmedabad,533,CYBERCRIME,23,F,Poison,Other Crime,12,Yes,06-04-2022 10:00
227,11-01-2022 12:00,01-10-2022 10:00,11-01-2022 09:27,Surat,128,ILLEGAL POSSESSION,68,X,Explosives,Other Crime,14,Yes,10-04-2022 12:00
228,11-01-2022 22:00,01-10-2022 11:00,11-01-2022 05:09,Ghaziabad,375,DRUG OFFENSE,47,F,Explosives,Other Crime,11,No,
229,11-01-2022 15:00,01-10-2022 12:00,11-01-2022 01:37,Mumbai,437,KIDNAPPING,70,M,None,Other Crime,7,Yes,15-02-2022 15:00
230,12-01-2022 13:00,01-10-2022 13:00,11-01-2022 01:20,Varanasi,145,PUBLIC INTOXICATION,44,X,Firearm,Other Crime,14,No,
231,11-01-2022 15:00,01-10-2022 14:00,10-01-2022 17:13,Surat,568,COUNTERFEITING,65,F,Blunt Object,Other Crime,8,No,
232,12-01-2022 20:00,01-10-2022 15:00,11-01-2022 04:17,Ghaziabad,119,HOMICIDE,29,M,Firearm,Other Crime,11,Yes,06-02-2023 20:00
233,12-01-2022 22:00,01-10-2022 16:00,11-01-2022 06:46,Chennai,597,FRAUD,29,X,Other,Other Crime,4,Yes,09-04-2022 22:00
234,11-01-2022 01:00,01-10-2022 17:00,11-01-2022 14:57,Bangalore,312,EXTORTION,65,X,Poison,Other Crime,11,Yes,28-01-2022 01:00
235,12-01-2022 17:00,01-10-2022 18:00,11-01-2022 14:06,Delhi,577,CYBERCRIME,65,M,Firearm,Other Crime,3,No,
236,11-01-2022 00:00,01-10-2022 19:00,11-01-2022 17:38,Hyderabad,478,TRAFFIC VIOLATION,76,X,Knife,Traffic Fatality,11,Yes,13-01-2022 00:00
237,13-01-2022 10:00,01-10-2022 20:00,11-01-2022 10:58,Nagpur,282,ROBBERY,43,X,None,Violent Crime,10,No,
238,12-01-2022 09:00,01-10-2022 21:00,11-01-2022 10:59,Bangalore,431,VEHICLE - STOLEN,74,F,Blunt Object,Violent Crime,8,No,
239,12-01-2022 14:00,01-10-2022 22:00,11-01-2022 14:50,Bangalore,286,ARSON,27,M,Firearm,Fire Accident,3,Yes,31-01-2022 14:00
240,11-01-2022 06:00,01-10-2022 23:00,11-01-2022 16:21,Kolkata,123,FRAUD,33,F,Other,Other Crime,17,No,
241,11-01-2022 05:00,01-11-2022 00:00,11-01-2022 10:24,Kolkata,424,SEXUAL ASSAULT,36,M,Firearm,Violent Crime,9,Yes,22-05-2023 05:00
242,11-01-2022 22:00,01-11-2022 01:00,11-01-2022 18:17,Agra,119,SEXUAL ASSAULT,67,M,Other,Violent Crime,2,Yes,04-09-2023 22:00
243,13-01-2022 01:00,01-11-2022 02:00,11-01-2022 12:39,Ghaziabad,180,BURGLARY,58,X,Firearm,Other Crime,14,Yes,18-06-2022 01:00
244,13-01-2022 07:00,01-11-2022 03:00,11-01-2022 06:13,Vasai,482,ROBBERY,32,X,Firearm,Violent Crime,13,No,
245,11-01-2022 08:00,01-11-2022 04:00,11-01-2022 09:59,Delhi,337,VANDALISM,75,F,Poison,Other Crime,5,Yes,30-01-2022 08:00
246,13-01-2022 14:00,01-11-2022 05:00,11-01-2022 07:02,Mumbai,581,PUBLIC INTOXICATION,63,X,Other,Other Crime,14,Yes,01-02-2022 14:00
247,11-01-2022 08:00,01-11-2022 06:00,11-01-2022 19:59,Agra,126,CYBERCRIME,39,F,Firearm,Other Crime,18,No,
248,13-01-2022 05:00,01-11-2022 07:00,11-01-2022 07:44,Lucknow,294,FIREARM OFFENSE,42,F,None,Fire Accident,1,No,
249,12-01-2022 07:00,01-11-2022 08:00,11-01-2022 23:35,Mumbai,418,FRAUD,75,F,None,Other Crime,17,No,
250,12-01-2022 14:00,01-11-2022 09:00,12-01-2022 06:14,Mumbai,562,SHOPLIFTING,73,F,None,Other Crime,4,Yes,15-03-2022 14:00
251,13-01-2022 07:00,01-11-2022 10:00,12-01-2022 08:59,Kolkata,555,DOMESTIC VIOLENCE,21,M,Explosives,Violent Crime,17,Yes,31-03-2022 07:00
252,12-01-2022 07:00,01-11-2022 11:00,12-01-2022 05:41,Delhi,569,CYBERCRIME,54,M,Other,Other Crime,1,No,
253,13-01-2022 02:00,01-11-2022 12:00,12-01-2022 02:00,Kolkata,306,KIDNAPPING,23,F,Poison,Other Crime,6,No,
254,12-01-2022 03:00,01-11-2022 13:00,11-01-2022 22:57,Kolkata,544,BURGLARY,20,M,Explosives,Other Crime,11,No,
255,11-01-2022 16:00,01-11-2022 14:00,12-01-2022 08:42,Chennai,324,HOMICIDE,15,X,Poison,Other Crime,15,Yes,03-12-2022 16:00
256,12-01-2022 00:00,01-11-2022 15:00,12-01-2022 04:13,Delhi,127,SHOPLIFTING,47,F,Poison,Other Crime,10,Yes,21-03-2022 00:00
257,14-01-2022 06:00,01-11-2022 16:00,11-01-2022 16:27,Hyderabad,416,DOMESTIC VIOLENCE,53,M,None,Violent Crime,11,Yes,05-02-2022 06:00
258,13-01-2022 19:00,01-11-2022 17:00,12-01-2022 14:47,Jaipur,545,VEHICLE - STOLEN,40,X,Other,Violent Crime,19,Yes,06-04-2022 19:00
259,12-01-2022 06:00,01-11-2022 18:00,12-01-2022 01:27,Patna,114,HOMICIDE,19,F,Knife,Other Crime,16,No,
260,13-01-2022 23:00,01-11-2022 19:00,12-01-2022 03:11,Mumbai,416,VANDALISM,74,X,Blunt Object,Other Crime,7,Yes,24-02-2022 23:00
261,12-01-2022 22:00,01-11-2022 20:00,12-01-2022 03:54,Chennai,583,PUBLIC INTOXICATION,59,X,Other,Other Crime,17,No,
262,12-01-2022 05:00,01-11-2022 21:00,12-01-2022 19:59,Lucknow,239,PUBLIC INTOXICATION,69,X,Knife,Other Crime,4,Yes,15-01-2022 05:00
263,12-01-2022 21:00,01-11-2022 22:00,12-01-2022 09:23,Pune,471,KIDNAPPING,45,F,None,Other Crime,6,No,
264,13-01-2022 17:00,01-11-2022 23:00,12-01-2022 01:31,Visakhapatnam,102,COUNTERFEITING,43,F,None,Other Crime,13,No,
265,12-01-2022 05:00,01-12-2022 00:00,12-01-2022 20:48,Visakhapatnam,522,PUBLIC INTOXICATION,30,X,Knife,Other Crime,3,Yes,30-01-2022 05:00
266,14-01-2022 08:00,01-12-2022 01:00,12-01-2022 10:06,Vasai,527,VEHICLE - STOLEN,25,F,Explosives,Violent Crime,15,Yes,23-02-2022 08:00
267,13-01-2022 07:00,01-12-2022 02:00,12-01-2022 02:37,Jaipur,169,ASSAULT,57,M,Other,Violent Crime,3,No,
268,12-01-2022 17:00,01-12-2022 03:00,12-01-2022 15:05,Bangalore,594,CYBERCRIME,59,F,Explosives,Other Crime,12,No,
269,14-01-2022 19:00,01-12-2022 04:00,12-01-2022 19:56,Delhi,582,ILLEGAL POSSESSION,74,F,Poison,Other Crime,10,Yes,02-03-2022 19:00
270,14-01-2022 02:00,01-12-2022 05:00,12-01-2022 20:29,Indore,518,PUBLIC INTOXICATION,43,M,Poison,Other Crime,16,No,
271,13-01-2022 11:00,01-12-2022 06:00,12-01-2022 21:31,Mumbai,586,FRAUD,13,M,Blunt Object,Other Crime,13,No,
272,13-01-2022 19:00,01-12-2022 07:00,12-01-2022 17:13,Mumbai,119,COUNTERFEITING,10,X,Other,Other Crime,12,No,
273,14-01-2022 17:00,01-12-2022 08:00,12-01-2022 23:00,Mumbai,459,DRUG OFFENSE,39,F,Knife,Other Crime,11,Yes,16-03-2022 17:00
274,14-01-2022 15:00,01-12-2022 09:00,12-01-2022 23:02,Kalyan,326,CYBERCRIME,72,X,Explosives,Other Crime,12,No,
275,14-01-2022 08:00,01-12-2022 10:00,12-01-2022 22:12,Jaipur,369,BURGLARY,64,F,Explosives,Other Crime,8,No,
276,15-01-2022 02:00,01-12-2022 11:00,12-01-2022 15:48,Hyderabad,274,EXTORTION,53,F,Other,Other Crime,10,Yes,25-02-2022 02:00
277,15-01-2022 10:00,01-12-2022 12:00,13-01-2022 09:45,Jaipur,581,COUNTERFEITING,71,X,Explosives,Other Crime,18,Yes,18-03-2022 10:00
278,14-01-2022 15:00,01-12-2022 13:00,12-01-2022 14:06,Delhi,367,FIREARM OFFENSE,44,X,Other,Fire Accident,13,No,
279,13-01-2022 19:00,01-12-2022 14:00,12-01-2022 19:42,Delhi,337,IDENTITY THEFT,75,X,Knife,Violent Crime,2,No,
280,13-01-2022 20:00,01-12-2022 15:00,13-01-2022 03:55,Pune,385,VEHICLE - STOLEN,42,F,Firearm,Violent Crime,14,Yes,24-01-2022 20:00
281,14-01-2022 13:00,01-12-2022 16:00,12-01-2022 22:34,Bangalore,112,VEHICLE - STOLEN,12,X,Poison,Violent Crime,2,No,
282,15-01-2022 06:00,01-12-2022 17:00,12-01-2022 22:56,Mumbai,573,DOMESTIC VIOLENCE,31,X,Blunt Object,Violent Crime,10,No,
283,12-01-2022 19:00,01-12-2022 18:00,13-01-2022 05:18,Indore,571,ILLEGAL POSSESSION,23,F,Firearm,Other Crime,19,No,
284,15-01-2022 11:00,01-12-2022 19:00,13-01-2022 17:49,Kanpur,224,ROBBERY,32,F,Firearm,Violent Crime,5,No,
285,14-01-2022 18:00,01-12-2022 20:00,13-01-2022 10:11,Mumbai,199,SHOPLIFTING,11,X,None,Other Crime,12,Yes,15-03-2022 18:00
286,15-01-2022 04:00,01-12-2022 21:00,13-01-2022 14:07,Vasai,556,PUBLIC INTOXICATION,47,M,Other,Other Crime,9,Yes,10-02-2022 04:00
287,13-01-2022 11:00,01-12-2022 22:00,13-01-2022 19:19,Pune,287,HOMICIDE,71,F,Other,Other Crime,18,Yes,27-07-2023 11:00
288,15-01-2022 20:00,01-12-2022 23:00,13-01-2022 07:23,Ludhiana,196,VEHICLE - STOLEN,65,X,Poison,Violent Crime,3,Yes,08-02-2022 20:00
289,13-01-2022 11:00,01-13-2022 00:00,13-01-2022 08:05,Nagpur,219,ASSAULT,62,F,Knife,Violent Crime,18,Yes,03-02-2022 11:00
290,14-01-2022 09:00,01-13-2022 01:00,13-01-2022 02:42,Delhi,265,FIREARM OFFENSE,68,M,None,Fire Accident,9,No,
291,14-01-2022 02:00,01-13-2022 02:00,13-01-2022 19:07,Pune,221,FIREARM OFFENSE,58,X,Poison,Fire Accident,16,No,
292,13-01-2022 04:00,01-13-2022 03:00,13-01-2022 09:01,Vasai,141,IDENTITY THEFT,70,X,None,Violent Crime,4,No,
293,15-01-2022 05:00,01-13-2022 04:00,13-01-2022 05:45,Delhi,486,ASSAULT,18,X,Firearm,Violent Crime,3,No,
294,15-01-2022 07:00,01-13-2022 05:00,13-01-2022 11:54,Mumbai,378,VANDALISM,31,X,None,Other Crime,15,No,
295,13-01-2022 12:00,01-13-2022 06:00,14-01-2022 02:33,Hyderabad,367,ARSON,10,F,Explosives,Fire Accident,16,Yes,25-02-2022 12:00
296,15-01-2022 16:00,01-13-2022 07:00,13-01-2022 15:54,Kanpur,152,COUNTERFEITING,35,F,Firearm,Other Crime,11,No,
297,16-01-2022 03:00,01-13-2022 08:00,13-01-2022 16:20,Bangalore,137,SHOPLIFTING,22,F,Other,Other Crime,6,No,
298,15-01-2022 01:00,01-13-2022 09:00,14-01-2022 00:05,Delhi,343,BURGLARY,79,X,Knife,Other Crime,3,Yes,22-06-2022 01:00
299,16-01-2022 08:00,01-13-2022 10:00,13-01-2022 20:05,Ahmedabad,431,DRUG OFFENSE,12,X,Poison,Other Crime,16,No,
300,14-01-2022 09:00,01-13-2022 11:00,14-01-2022 10:43,Kanpur,318,SEXUAL ASSAULT,74,M,Blunt Object,Violent Crime,5,No,
301,14-01-2022 20:00,01-13-2022 12:00,13-01-2022 14:35,Pune,350,TRAFFIC VIOLATION,38,X,Other,Traffic Fatality,17,Yes,09-02-2022 20:00
302,14-01-2022 22:00,01-13-2022 13:00,13-01-2022 21:53,Bangalore,373,PUBLIC INTOXICATION,54,F,Explosives,Other Crime,12,Yes,08-02-2022 22:00
303,13-01-2022 22:00,01-13-2022 14:00,13-01-2022 18:11,Lucknow,215,ASSAULT,15,F,Poison,Violent Crime,9,No,
304,14-01-2022 04:00,01-13-2022 15:00,14-01-2022 07:25,Hyderabad,223,ASSAULT,48,X,Explosives,Violent Crime,15,No,
305,16-01-2022 03:00,01-13-2022 16:00,14-01-2022 10:55,Delhi,348,BURGLARY,38,X,None,Other Crime,7,No,
306,15-01-2022 00:00,01-13-2022 17:00,14-01-2022 13:44,Pune,559,KIDNAPPING,29,X,Poison,Other Crime,14,No,
307,14-01-2022 03:00,01-13-2022 18:00,13-01-2022 23:46,Jaipur,438,HOMICIDE,19,F,Other,Other Crime,5,Yes,07-08-2022 03:00
308,16-01-2022 06:00,01-13-2022 19:00,14-01-2022 06:39,Jaipur,173,ROBBERY,36,F,Knife,Violent Crime,5,No,
309,16-01-2022 19:00,01-13-2022 20:00,14-01-2022 11:50,Delhi,269,HOMICIDE,63,F,None,Other Crime,11,Yes,23-08-2022 19:00
310,15-01-2022 14:00,01-13-2022 21:00,14-01-2022 03:19,Bhopal,116,TRAFFIC VIOLATION,70,F,Explosives,Traffic Fatality,19,No,
311,15-01-2022 17:00,01-13-2022 22:00,14-01-2022 10:59,Jaipur,381,DOMESTIC VIOLENCE,34,F,Explosives,Violent Crime,19,Yes,03-02-2022 17:00
312,16-01-2022 12:00,01-13-2022 23:00,14-01-2022 05:31,Kolkata,404,SEXUAL ASSAULT,60,F,Explosives,Violent Crime,10,No,
313,14-01-2022 16:00,01-14-2022 00:00,14-01-2022 11:46,Chennai,235,VEHICLE - STOLEN,44,X,Blunt Object,Violent Crime,19,Yes,22-03-2022 16:00
314,15-01-2022 11:00,01-14-2022 01:00,14-01-2022 01:20,Pune,221,ARSON,13,F,Knife,Fire Accident,6,No,
315,15-01-2022 00:00,01-14-2022 02:00,14-01-2022 12:50,Delhi,501,SEXUAL ASSAULT,79,F,Poison,Violent Crime,12,Yes,05-09-2022 00:00
316,15-01-2022 23:00,01-14-2022 03:00,14-01-2022 22:20,Mumbai,373,IDENTITY THEFT,60,F,Poison,Violent Crime,11,No,
317,14-01-2022 13:00,01-14-2022 04:00,14-01-2022 19:22,Meerut,127,COUNTERFEITING,33,M,None,Other Crime,18,Yes,02-04-2022 13:00
318,15-01-2022 06:00,01-14-2022 05:00,15-01-2022 01:13,Chennai,195,IDENTITY THEFT,21,M,Other,Violent Crime,9,No,
319,14-01-2022 13:00,01-14-2022 06:00,14-01-2022 21:08,Indore,523,VANDALISM,41,F,Poison,Other Crime,9,Yes,12-04-2022 13:00
320,14-01-2022 11:00,01-14-2022 07:00,14-01-2022 13:44,Pune,476,DOMESTIC VIOLENCE,79,M,Other,Violent Crime,19,No,
321,15-01-2022 09:00,01-14-2022 08:00,14-01-2022 18:03,Mumbai,369,FIREARM OFFENSE,49,M,None,Fire Accident,14,Yes,23-01-2022 09:00
322,15-01-2022 15:00,01-14-2022 09:00,14-01-2022 18:38,Bangalore,313,ROBBERY,13,M,Knife,Violent Crime,1,Yes,11-05-2022 15:00
323,17-01-2022 09:00,01-14-2022 10:00,14-01-2022 13:40,Kolkata,160,SHOPLIFTING,67,F,None,Other Crime,1,No,
324,16-01-2022 18:00,01-14-2022 11:00,15-01-2022 07:50,Nashik,466,SEXUAL ASSAULT,40,X,Blunt Object,Violent Crime,15,Yes,30-10-2023 18:00
325,16-01-2022 13:00,01-14-2022 12:00,15-01-2022 07:55,Lucknow,361,ARSON,76,M,Blunt Object,Fire Accident,2,No,
326,14-01-2022 23:00,01-14-2022 13:00,14-01-2022 19:02,Varanasi,455,BURGLARY,34,M,Blunt Object,Other Crime,14,Yes,05-07-2022 23:00
327,16-01-2022 17:00,01-14-2022 14:00,15-01-2022 10:45,Bangalore,560,ARSON,42,F,None,Fire Accident,6,No,
328,17-01-2022 09:00,01-14-2022 15:00,15-01-2022 11:09,Bangalore,544,DRUG OFFENSE,78,X,Explosives,Other Crime,6,Yes,03-03-2022 09:00
329,15-01-2022 02:00,01-14-2022 16:00,14-01-2022 18:14,Mumbai,327,VEHICLE - STOLEN,75,M,Poison,Violent Crime,13,Yes,03-02-2022 02:00
330,17-01-2022 08:00,01-14-2022 17:00,15-01-2022 14:19,Ahmedabad,509,VEHICLE - STOLEN,78,X,Explosives,Violent Crime,8,No,
331,17-01-2022 00:00,01-14-2022 18:00,15-01-2022 06:07,Nashik,144,FIREARM OFFENSE,54,X,Knife,Fire Accident,13,Yes,10-04-2022 00:00
332,16-01-2022 19:00,01-14-2022 19:00,15-01-2022 16:41,Hyderabad,216,IDENTITY THEFT,57,F,Blunt Object,Violent Crime,3,No,
333,16-01-2022 15:00,01-14-2022 20:00,15-01-2022 01:51,Lucknow,550,FIREARM OFFENSE,51,M,None,Fire Accident,18,No,
334,16-01-2022 21:00,01-14-2022 21:00,15-01-2022 17:40,Bangalore,111,IDENTITY THEFT,48,F,Knife,Violent Crime,5,Yes,23-02-2022 21:00
335,17-01-2022 10:00,01-14-2022 22:00,15-01-2022 02:05,Mumbai,585,SEXUAL ASSAULT,63,X,Blunt Object,Violent Crime,9,Yes,27-08-2022 10:00
336,17-01-2022 01:00,01-14-2022 23:00,14-01-2022 23:04,Indore,324,DRUG OFFENSE,16,X,Firearm,Other Crime,18,Yes,23-02-2022 01:00
337,16-01-2022 22:00,01-15-2022 00:00,15-01-2022 22:35,Bangalore,475,COUNTERFEITING,22,X,Firearm,Other Crime,4,Yes,24-02-2022 22:00
338,17-01-2022 16:00,01-15-2022 01:00,15-01-2022 06:58,Mumbai,200,ILLEGAL POSSESSION,74,M,Explosives,Other Crime,13,No,
339,18-01-2022 01:00,01-15-2022 02:00,15-01-2022 19:06,Vasai,534,ILLEGAL POSSESSION,65,F,Explosives,Other Crime,9,No,
340,15-01-2022 18:00,01-15-2022 03:00,15-01-2022 11:05,Delhi,465,FRAUD,40,X,None,Other Crime,9,Yes,18-03-2022 18:00
341,16-01-2022 21:00,01-15-2022 04:00,15-01-2022 04:35,Thane,247,TRAFFIC VIOLATION,53,M,Other,Traffic Fatality,18,Yes,27-01-2022 21:00
342,15-01-2022 14:00,01-15-2022 05:00,15-01-2022 15:04,Kolkata,315,HOMICIDE,76,M,Firearm,Other Crime,11,No,
343,17-01-2022 11:00,01-15-2022 06:00,16-01-2022 04:28,Kolkata,493,HOMICIDE,69,X,Other,Other Crime,4,Yes,21-01-2023 11:00
344,16-01-2022 09:00,01-15-2022 07:00,15-01-2022 18:58,Bangalore,405,VANDALISM,18,M,Other,Other Crime,13,No,
345,17-01-2022 02:00,01-15-2022 08:00,15-01-2022 20:20,Mumbai,244,FIREARM OFFENSE,19,X,Other,Fire Accident,11,Yes,06-02-2022 02:00
346,16-01-2022 23:00,01-15-2022 09:00,16-01-2022 08:41,Pune,296,ASSAULT,16,F,Firearm,Violent Crime,3,Yes,14-03-2022 23:00
347,17-01-2022 01:00,01-15-2022 10:00,15-01-2022 18:37,Faridabad,296,KIDNAPPING,15,X,Poison,Other Crime,6,Yes,07-03-2022 01:00
348,17-01-2022 17:00,01-15-2022 11:00,16-01-2022 02:17,Mumbai,137,SEXUAL ASSAULT,46,X,Blunt Object,Violent Crime,7,No,
349,15-01-2022 21:00,01-15-2022 12:00,16-01-2022 05:59,Pune,467,PUBLIC INTOXICATION,43,F,Other,Other Crime,10,No,
350,18-01-2022 12:00,01-15-2022 13:00,15-01-2022 19:29,Kalyan,484,TRAFFIC VIOLATION,35,X,Explosives,Traffic Fatality,6,No,
351,17-01-2022 10:00,01-15-2022 14:00,15-01-2022 19:57,Ghaziabad,420,BURGLARY,13,M,None,Other Crime,12,No,
